ListaVetor,ordenada=false,C:\Users\bield\IdeaProjects\ComplexidadeDeListas\alunosBalanceados.txt,200000,339880.318,4.225,2.906,0.019,2.736,0.100,2.838
ListaVetor,ordenada=false,C:\Users\Gabrielle\IdeaProjects\ComplexidadeDeListas\alunosBalanceados.txt,200000,252940.259,9.074,5.731,0.032,4.030,0.093,4.206
